pkey,profile,genome_id,name,product,start,stop,strand,scaffold,sequence_id,type,transl_table,core_table_fkey,Dup,HGT,Res,bgc_id,gene,description,function,bgctable_fkey,BGC,duptable_fkey,evalue,bitscore,gid,seqtitle,hits
GCF_003635025.1__TIGR01312__2__1679,TIGR01312,GCF_003635025.1,xylB_2,Xylulose kinase,1664528,1665908,1.0,scaffold_2,1679,CDS,11.0,GCF_003635025.1__arts_core__TIGR01312,✔,✔,✖,,,,Energy metabolism,,✖,GCF_003635025.1__arts_dup__TIGR01312,,,,,2
GCF_003635025.1__TIGR01312__2__7410,TIGR01312,45119,xylB_6,Xylulose kinase,7850359,7851868,1.0,scaffold_2,7410,CDS,11.0,GCF_003635025.1__arts_core__TIGR01312,✔,✔,✖,,,,Energy metabolism,,✖,GCF_003635025.1__arts_dup__TIGR01312,,,,,2
GCF_003635025.1__TIGR01344__2__3428,TIGR01344,GCF_003635025.1,aceB,Malate synthase A,3500302,3501889,1.0,scaffold_2,3428,CDS,11.0,GCF_003635025.1__arts_core__TIGR01344,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01356__2__3765,TIGR01356,GCF_003635025.1,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,3855406,3856675,-1.0,scaffold_2,3765,CDS,11.0,GCF_003635025.1__arts_core__TIGR01356,✖,✖,✖,,,,Amino acid biosynthesis,,✖,,,,,,0
GCF_003635025.1__TIGR01369__2__4922,TIGR01369,GCF_003635025.1,carB_2,Carbamoyl-phosphate synthase large chain,5098926,5102262,1.0,scaffold_2,4922,CDS,11.0,GCF_003635025.1__arts_core__TIGR01369,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01379__2__4121,TIGR01379,GCF_003635025.1,thiL,Thiamine-monophosphate kinase,4212423,4213389,1.0,scaffold_2,4121,CDS,11.0,GCF_003635025.1__arts_core__TIGR01379,✖,✔,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,1
GCF_003635025.1__TIGR01389__2__5894,TIGR01389,GCF_003635025.1,recQ,ATP-dependent DNA helicase RecQ,6176802,6178650,-1.0,scaffold_2,5894,CDS,11.0,GCF_003635025.1__arts_core__TIGR01389,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01391__2__1003,TIGR01391,GCF_003635025.1,dnaG,DNA primase,917261,919151,-1.0,scaffold_2,1003,CDS,11.0,GCF_003635025.1__arts_core__TIGR01391,✖,✔,✖,,,,DNA metabolism,,✖,,,,,,1
GCF_003635025.1__TIGR01393__2__1068,TIGR01393,GCF_003635025.1,lepA,Elongation factor 4,978869,980720,-1.0,scaffold_2,1068,CDS,11.0,GCF_003635025.1__arts_core__TIGR01393,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01410__2__1578,TIGR01410,GCF_003635025.1,tatB,Sec-independent protein translocase protein TatB,1561961,1562348,1.0,scaffold_2,1578,CDS,11.0,GCF_003635025.1__arts_core__TIGR01410,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01417__2__2702,TIGR01417,GCF_003635025.1,ptsI_1,Phosphoenolpyruvate-protein phosphotransferase,2746507,2748148,1.0,scaffold_2,2702,CDS,11.0,GCF_003635025.1__arts_core__TIGR01417,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01430__2__1070,TIGR01430,GCF_003635025.1,-,Adenine deaminase,981498,982482,1.0,scaffold_2,1070,CDS,11.0,GCF_003635025.1__arts_core__TIGR01430,✖,✔,✖,,,,Unclassified,,✖,,,,,,1
GCF_003635025.1__TIGR01430__2__3604,TIGR01430,GCF_003635025.1,add,Adenosine deaminase,3681447,3682536,1.0,scaffold_2,3604,CDS,11.0,GCF_003635025.1__arts_core__TIGR01430,✖,✔,✖,,,,Unclassified,,✖,,,,,,1
GCF_003635025.1__TIGR01455__2__3406,TIGR01455,GCF_003635025.1,glmM,Phosphoglucosamine mutase,3481825,3483169,1.0,scaffold_2,3406,CDS,11.0,GCF_003635025.1__arts_core__TIGR01455,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01496__2__1589,TIGR01496,GCF_003635025.1,folP2_1,Inactive dihydropteroate synthase 2,1570291,1571164,-1.0,scaffold_2,1589,CDS,11.0,GCF_003635025.1__arts_core__TIGR01496,✔,✔,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR01496,,,,,2
GCF_003635025.1__TIGR01496__2__2200,TIGR01496,GCF_003635025.1,folP1,Dihydropteroate synthase,2240193,2241042,-1.0,scaffold_2,2200,CDS,11.0,GCF_003635025.1__arts_core__TIGR01496,✔,✔,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR01496,,,,,2
GCF_003635025.1__TIGR01496__2__3073,TIGR01496,45119,folP2_2,Inactive dihydropteroate synthase 2,3148589,3149480,-1.0,scaffold_2,3073,CDS,11.0,GCF_003635025.1__arts_core__TIGR01496,✔,✔,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR01496,,,,,2
GCF_003635025.1__TIGR01496__2__7249,TIGR01496,45119,folP,Dihydropteroate synthase,7655809,7656685,-1.0,scaffold_2,7249,CDS,11.0,GCF_003635025.1__arts_core__TIGR01496,✔,✔,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR01496,,,,,2
GCF_003635025.1__TIGR01498__2__2198,TIGR01498,GCF_003635025.1,folK,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,2239080,2239575,-1.0,scaffold_2,2198,CDS,11.0,GCF_003635025.1__arts_core__TIGR01498,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01513__2__1385,TIGR01513,GCF_003635025.1,pncB1,Nicotinate phosphoribosyltransferase pncB1,1344836,1346132,1.0,scaffold_2,1385,CDS,11.0,GCF_003635025.1__arts_core__TIGR01513,✖,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,0
GCF_003635025.1__TIGR01520__2__2949,TIGR01520,GCF_003635025.1,fba_1,Fructose-bisphosphate aldolase,3002859,3003894,1.0,scaffold_2,2949,CDS,11.0,GCF_003635025.1__arts_core__TIGR01520,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01534__2__4990,TIGR01534,GCF_003635025.1,gapA,Glyceraldehyde-3-phosphate dehydrogenase,5170150,5171161,1.0,scaffold_2,4990,CDS,11.0,GCF_003635025.1__arts_core__TIGR01534,✖,✖,✔,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01632__2__3297,TIGR01632,GCF_003635025.1,rplK,50S ribosomal protein L11,3364417,3364852,1.0,scaffold_2,3297,CDS,11.0,GCF_003635025.1__arts_core__TIGR01632,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01695__2__2682,TIGR01695,45119,murJ_1,lipid II flippase MurJ,2723578,2725396,-1.0,scaffold_2,2682,CDS,11.0,GCF_003635025.1__arts_core__TIGR01695,✔,✔,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR01695,,,,,2
GCF_003635025.1__TIGR01695__2__6514,TIGR01695,45119,mviN_2,putative peptidoglycan biosynthesis protein MviN,6847147,6848773,1.0,scaffold_2,6514,CDS,11.0,GCF_003635025.1__arts_core__TIGR01695,✔,✔,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR01695,,,,,2
GCF_003635025.1__TIGR01736__2__2985,TIGR01736,GCF_003635025.1,purL,Phosphoribosylformylglycinamidine synthase subunit PurL,3035161,3037441,1.0,scaffold_2,2985,CDS,11.0,GCF_003635025.1__arts_core__TIGR01736,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01764__2__2020,TIGR01764,GCF_003635025.1,-,hypothetical protein,2030197,2030716,-1.0,scaffold_2,2020,CDS,11.0,GCF_003635025.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01764__2__2309,TIGR01764,GCF_003635025.1,-,hypothetical protein,2346507,2346678,-1.0,scaffold_2,2309,CDS,11.0,GCF_003635025.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01764__2__237,TIGR01764,GCF_003635025.1,-,hypothetical protein,130718,131168,-1.0,scaffold_2,237,CDS,11.0,GCF_003635025.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01764__2__3138,TIGR01764,GCF_003635025.1,-,hypothetical protein,3210724,3211021,-1.0,scaffold_2,3138,CDS,11.0,GCF_003635025.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01764__2__3204,TIGR01764,GCF_003635025.1,-,hypothetical protein,3273252,3273477,1.0,scaffold_2,3204,CDS,11.0,GCF_003635025.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01764__2__3236,TIGR01764,GCF_003635025.1,-,hypothetical protein,3303424,3303649,-1.0,scaffold_2,3236,CDS,11.0,GCF_003635025.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01764__2__4375,TIGR01764,GCF_003635025.1,-,hypothetical protein,4483417,4483891,1.0,scaffold_2,4375,CDS,11.0,GCF_003635025.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01764__2__997,TIGR01764,GCF_003635025.1,-,hypothetical protein,912272,912623,-1.0,scaffold_2,997,CDS,11.0,GCF_003635025.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01798__2__1960,TIGR01798,GCF_003635025.1,gltA2,Citrate synthase 1,1969007,1970312,-1.0,scaffold_2,1960,CDS,11.0,GCF_003635025.1__arts_core__TIGR01798,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01808__2__3489,TIGR01808,GCF_003635025.1,-,Intracellular chorismate mutase,3564986,3565274,-1.0,scaffold_2,3489,CDS,11.0,GCF_003635025.1__arts_core__TIGR01808,✖,✖,✖,,,,Amino acid biosynthesis,,✖,,,,,,0
GCF_003635025.1__TIGR01819__2__3730,TIGR01819,GCF_003635025.1,fbiA,Phosphoenolpyruvate transferase,3813904,3814897,-1.0,scaffold_2,3730,CDS,11.0,GCF_003635025.1__arts_core__TIGR01819,✖,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,0
GCF_003635025.1__TIGR01900__2__1593,TIGR01900,GCF_003635025.1,dapE_1,Putative succinyl-diaminopimelate desuccinylase DapE,1573692,1574856,-1.0,scaffold_2,1593,CDS,11.0,GCF_003635025.1__arts_core__TIGR01900,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01915__2__814,TIGR01915,GCF_003635025.1,-,hypothetical protein,740822,741470,-1.0,scaffold_2,814,CDS,11.0,GCF_003635025.1__arts_core__TIGR01915,✖,✖,✖,,,,Energy metabolism,,✖,,,,,,0
GCF_003635025.1__TIGR01951__2__4915,TIGR01951,GCF_003635025.1,nusB,Transcription antitermination protein NusB,5092888,5093311,1.0,scaffold_2,4915,CDS,11.0,GCF_003635025.1__arts_core__TIGR01951,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01953__2__4298,TIGR01953,GCF_003635025.1,nusA,Transcription termination/antitermination protein NusA,4403392,4404454,1.0,scaffold_2,4298,CDS,11.0,GCF_003635025.1__arts_core__TIGR01953,✖,✔,✖,,,,Transcription,,✖,,,,,,1
GCF_003635025.1__TIGR01959__2__3270,TIGR01959,GCF_003635025.1,nuoF,NADH-quinone oxidoreductase subunit F,3335050,3336352,1.0,scaffold_2,3270,CDS,11.0,GCF_003635025.1__arts_core__TIGR01959,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01962__2__3268,TIGR01962,GCF_003635025.1,nuoD,NADH-quinone oxidoreductase subunit D,3332947,3334291,1.0,scaffold_2,3268,CDS,11.0,GCF_003635025.1__arts_core__TIGR01962,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR01966__2__1373,TIGR01966,GCF_003635025.1,rph,Ribonuclease PH,1335818,1336532,-1.0,scaffold_2,1373,CDS,11.0,GCF_003635025.1__arts_core__TIGR01966,✖,✔,✖,,,,Transcription,,✖,,,,,,1
GCF_003635025.1__TIGR01967__2__4057,TIGR01967,GCF_003635025.1,-,hypothetical protein,4136660,4140677,1.0,scaffold_2,4057,CDS,11.0,GCF_003635025.1__arts_core__TIGR01967,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01970__2__5131,TIGR01970,GCF_003635025.1,hrpB,ATP-dependent RNA helicase HrpB,5331508,5333917,1.0,scaffold_2,5131,CDS,11.0,GCF_003635025.1__arts_core__TIGR01970,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR01980__2__5034,TIGR01980,GCF_003635025.1,-,hypothetical protein,5217485,5218940,1.0,scaffold_2,5034,CDS,11.0,GCF_003635025.1__arts_core__TIGR01980,✖,✔,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,1
GCF_003635025.1__TIGR01981__2__5035,TIGR01981,GCF_003635025.1,-,hypothetical protein,5218941,5220129,1.0,scaffold_2,5035,CDS,11.0,GCF_003635025.1__arts_core__TIGR01981,✖,✔,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,1
GCF_003635025.1__TIGR01994__2__5038,TIGR01994,GCF_003635025.1,iscU,Iron-sulfur cluster assembly scaffold protein IscU,5222254,5222713,1.0,scaffold_2,5038,CDS,11.0,GCF_003635025.1__arts_core__TIGR01994,✖,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,0
GCF_003635025.1__TIGR02012__2__680,TIGR02012,GCF_003635025.1,recA,Protein RecA,595403,596447,-1.0,scaffold_2,680,CDS,11.0,GCF_003635025.1__arts_core__TIGR02012,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02013__2__3321,TIGR02013,GCF_003635025.1,rpoB,DNA-directed RNA polymerase subunit beta,3392767,3396262,1.0,scaffold_2,3321,CDS,11.0,GCF_003635025.1__arts_core__TIGR02013,✖,✖,✔,,,TIGR02013,,,✖,,0.0,1739.4,cog,cog0085,1
GCF_003635025.1__TIGR02027__2__3376,TIGR02027,GCF_003635025.1,rpoA,DNA-directed RNA polymerase subunit alpha,3451256,3452339,1.0,scaffold_2,3376,CDS,11.0,GCF_003635025.1__arts_core__TIGR02027,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02082__2__6068,TIGR02082,GCF_003635025.1,metH,Methionine synthase,6375723,6379290,1.0,scaffold_2,6068,CDS,11.0,GCF_003635025.1__arts_core__TIGR02082,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02127__2__4923,TIGR02127,GCF_003635025.1,pyrF,Orotidine 5-phosphate decarboxylase,5102258,5103104,1.0,scaffold_2,4923,CDS,11.0,GCF_003635025.1__arts_core__TIGR02127,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02133__1__86,TIGR02133,45119,derI1,D-erythrulose-4-phosphate isomerase 1,97049,97544,-1.0,scaffold_1,86,CDS,11.0,GCF_003635025.1__arts_core__TIGR02133,✔,✖,✖,,,,Unclassified,,✖,GCF_003635025.1__arts_dup__TIGR02133,,,,,1
GCF_003635025.1__TIGR02133__2__1146,TIGR02133,45119,rpiB,Ribose-5-phosphate isomerase B,1061678,1062149,-1.0,scaffold_2,1146,CDS,11.0,GCF_003635025.1__arts_core__TIGR02133,✔,✖,✖,,,,Unclassified,,✖,GCF_003635025.1__arts_dup__TIGR02133,,,,,1
GCF_003635025.1__TIGR02156__2__6539,TIGR02156,GCF_003635025.1,paaA,"1,2-phenylacetyl-CoA epoxidase, subunit A",6876499,6877471,-1.0,scaffold_2,6539,Core,11.0,GCF_003635025.1__arts_core__TIGR02156,✖,✔,✖,NZ_RBXX01000002.1.region017,TIGR02156,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism,NZ_RBXX01000002.1.region017__arts_bgc,✔,,,,,,2
GCF_003635025.1__TIGR02157__2__6538,TIGR02157,GCF_003635025.1,paaB,"1,2-phenylacetyl-CoA epoxidase, subunit B",6876191,6876503,-1.0,scaffold_2,6538,CDS,11.0,GCF_003635025.1__arts_core__TIGR02157,✖,✔,✖,NZ_RBXX01000002.1.region017,TIGR02157,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism,NZ_RBXX01000002.1.region017__arts_bgc,✔,,,,,,2
GCF_003635025.1__TIGR02158__2__3254,TIGR02158,GCF_003635025.1,paaC_1,"1,2-phenylacetyl-CoA epoxidase, subunit C",3319865,3320735,1.0,scaffold_2,3254,CDS,11.0,GCF_003635025.1__arts_core__TIGR02158,✔,✖,✖,,,,Energy metabolism,,✖,GCF_003635025.1__arts_dup__TIGR02158,,,,,1
GCF_003635025.1__TIGR02158__2__6537,TIGR02158,GCF_003635025.1,paaC_2,"1,2-phenylacetyl-CoA epoxidase, subunit C",6875290,6876181,-1.0,scaffold_2,6537,CDS,11.0,GCF_003635025.1__arts_core__TIGR02158,✔,✖,✖,NZ_RBXX01000002.1.region017,TIGR02158,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism,NZ_RBXX01000002.1.region017__arts_bgc,✔,GCF_003635025.1__arts_dup__TIGR02158,,,,,2
GCF_003635025.1__TIGR02159__2__6536,TIGR02159,GCF_003635025.1,paaD,"Putative 1,2-phenylacetyl-CoA epoxidase, subunit D",6874778,6875297,-1.0,scaffold_2,6536,CDS,11.0,GCF_003635025.1__arts_core__TIGR02159,✖,✔,✖,NZ_RBXX01000002.1.region017,TIGR02159,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism,NZ_RBXX01000002.1.region017__arts_bgc,✔,,,,,,2
GCF_003635025.1__TIGR02170__2__4329,TIGR02170,GCF_003635025.1,thyX,Flavin-dependent thymidylate synthase,4434944,4435697,1.0,scaffold_2,4329,CDS,11.0,GCF_003635025.1__arts_core__TIGR02170,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02191__2__4143,TIGR02191,GCF_003635025.1,rnc,Ribonuclease 3,4236319,4237063,1.0,scaffold_2,4143,CDS,11.0,GCF_003635025.1__arts_core__TIGR02191,✖,✔,✖,,,,Transcription,,✖,,,,,,1
GCF_003635025.1__TIGR02225__1__110,TIGR02225,GCF_003635025.1,xerD_1,Tyrosine recombinase XerD,123774,124722,-1.0,scaffold_1,110,CDS,11.0,GCF_003635025.1__arts_core__TIGR02225,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02227__2__3840,TIGR02227,GCF_003635025.1,-,hypothetical protein,3937956,3938745,1.0,scaffold_2,3840,CDS,11.0,GCF_003635025.1__arts_core__TIGR02227,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02227__2__4193,TIGR02227,GCF_003635025.1,-,hypothetical protein,4288813,4289716,1.0,scaffold_2,4193,CDS,11.0,GCF_003635025.1__arts_core__TIGR02227,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02273__2__4190,TIGR02273,GCF_003635025.1,rimM,Ribosome maturation factor RimM,4286487,4287018,1.0,scaffold_2,4190,CDS,11.0,GCF_003635025.1__arts_core__TIGR02273,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02274__2__2901,TIGR02274,GCF_003635025.1,dcd,"dCTP deaminase, dUMP-forming",2952127,2952709,1.0,scaffold_2,2901,CDS,11.0,GCF_003635025.1__arts_core__TIGR02274,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02348__2__2065,TIGR02348,GCF_003635025.1,groL1_1,60 kDa chaperonin 1,2078117,2079752,-1.0,scaffold_2,2065,CDS,11.0,GCF_003635025.1__arts_core__TIGR02348,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02348__2__3458,TIGR02348,GCF_003635025.1,groL1_2,60 kDa chaperonin 1,3529492,3531115,1.0,scaffold_2,3458,CDS,11.0,GCF_003635025.1__arts_core__TIGR02348,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02349__2__2919,TIGR02349,GCF_003635025.1,dnaJ1,Chaperone protein DnaJ 1,2972288,2973467,1.0,scaffold_2,2919,CDS,11.0,GCF_003635025.1__arts_core__TIGR02349,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02350__2__202,TIGR02350,GCF_003635025.1,dnaK_1,Chaperone protein DnaK,89728,91564,-1.0,scaffold_2,202,CDS,11.0,GCF_003635025.1__arts_core__TIGR02350,✔,✖,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR02350,,,,,1
GCF_003635025.1__TIGR02350__2__2917,TIGR02350,GCF_003635025.1,dnaK_7,Chaperone protein DnaK,2969702,2971577,1.0,scaffold_2,2917,CDS,11.0,GCF_003635025.1__arts_core__TIGR02350,✔,✖,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR02350,,,,,1
GCF_003635025.1__TIGR02386__2__3322,TIGR02386,GCF_003635025.1,rpoC,DNA-directed RNA polymerase subunit beta,3396370,3400282,1.0,scaffold_2,3322,CDS,11.0,GCF_003635025.1__arts_core__TIGR02386,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02393__2__595,TIGR02393,GCF_003635025.1,rpoD,RNA polymerase sigma factor RpoD,505067,506453,1.0,scaffold_2,595,CDS,11.0,GCF_003635025.1__arts_core__TIGR02393,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02412__2__1155,TIGR02412,GCF_003635025.1,pepN_1,Aminopeptidase N,1071551,1074128,1.0,scaffold_2,1155,CDS,11.0,GCF_003635025.1__arts_core__TIGR02412,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_003635025.1__TIGR02422__2__6276,TIGR02422,GCF_003635025.1,pcaH,"Protocatechuate 3,4-dioxygenase beta chain",6611322,6612072,-1.0,scaffold_2,6276,CDS,11.0,GCF_003635025.1__arts_core__TIGR02422,✖,✖,✖,,,,Energy metabolism,,✖,,,,,,0
GCF_003635025.1__TIGR02423__2__6275,TIGR02423,GCF_003635025.1,pcaG,"Protocatechuate 3,4-dioxygenase alpha chain",6610500,6611073,-1.0,scaffold_2,6275,CDS,11.0,GCF_003635025.1__arts_core__TIGR02423,✖,✖,✖,,,,Energy metabolism,,✖,,,,,,0
GCF_003635025.1__TIGR02504__2__644,TIGR02504,GCF_003635025.1,nrdJ_1,Vitamin B12-dependent ribonucleotide reductase,554690,557513,-1.0,scaffold_2,644,CDS,11.0,GCF_003635025.1__arts_core__TIGR02504,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02506__2__1273,TIGR02506,GCF_003635025.1,nrdA,Ribonucleoside-diphosphate reductase 1 subunit alpha,1206272,1208651,1.0,scaffold_2,1273,Core,11.0,GCF_003635025.1__arts_core__TIGR02506,✖,✖,✖,NZ_RBXX01000002.1.region003,TIGR02506,"NrdE_NrdA: ribonucleoside-diphosphate reductase, alpha subunit","Purines, pyrimidines, nucleosides, and nucleotides",NZ_RBXX01000002.1.region003__arts_bgc,✔,,,,,,1
GCF_003635025.1__TIGR02569__2__1530,TIGR02569,GCF_003635025.1,-,hypothetical protein,1511809,1512574,-1.0,scaffold_2,1530,CDS,11.0,GCF_003635025.1__arts_core__TIGR02569,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02614__2__4387,TIGR02614,GCF_003635025.1,ftsW,putative peptidoglycan glycosyltransferase FtsW,4494548,4495958,1.0,scaffold_2,4387,CDS,11.0,GCF_003635025.1__arts_core__TIGR02614,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02673__2__1494,TIGR02673,GCF_003635025.1,ftsE,Cell division ATP-binding protein FtsE,1468220,1468910,-1.0,scaffold_2,1494,CDS,11.0,GCF_003635025.1__arts_core__TIGR02673,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02692__2__2685,TIGR02692,GCF_003635025.1,cca,CCA-adding enzyme,2728485,2729976,1.0,scaffold_2,2685,CDS,11.0,GCF_003635025.1__arts_core__TIGR02692,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02727__2__1843,TIGR02727,GCF_003635025.1,-,5-formyltetrahydrofolate cyclo-ligase,1849099,1849699,1.0,scaffold_2,1843,CDS,11.0,GCF_003635025.1__arts_core__TIGR02727,✖,✔,✖,,,,Central intermediary metabolism,,✖,,,,,,1
GCF_003635025.1__TIGR02729__2__1100,TIGR02729,GCF_003635025.1,obg,GTPase Obg,1009942,1011415,-1.0,scaffold_2,1100,CDS,11.0,GCF_003635025.1__arts_core__TIGR02729,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02753__2__3785,TIGR02753,GCF_003635025.1,sodN,Superoxide dismutase [Ni],3875383,3875791,-1.0,scaffold_2,3785,Core,11.0,GCF_003635025.1__arts_core__TIGR02753,✖,✖,✖,NZ_RBXX01000002.1.region005,TIGR02753,"sodN: superoxide dismutase, Ni",Unclassified,NZ_RBXX01000002.1.region005__arts_bgc,✔,,,,,,1
GCF_003635025.1__TIGR02866__2__731,TIGR02866,GCF_003635025.1,ctaC,Cytochrome c oxidase subunit 2,649251,650208,-1.0,scaffold_2,731,CDS,11.0,GCF_003635025.1__arts_core__TIGR02866,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR02891__2__1400,TIGR02891,GCF_003635025.1,ctaD_1,putative cytochrome c oxidase subunit 1,1363382,1365170,-1.0,scaffold_2,1400,CDS,11.0,GCF_003635025.1__arts_core__TIGR02891,✔,✖,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR02891,,,,,1
GCF_003635025.1__TIGR02891__2__3126,TIGR02891,45119,ctaD_2,putative cytochrome c oxidase subunit 1,3196680,3198378,-1.0,scaffold_2,3126,CDS,11.0,GCF_003635025.1__arts_core__TIGR02891,✔,✖,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR02891,,,,,1
GCF_003635025.1__TIGR02891__2__7400,TIGR02891,GCF_003635025.1,ctaD_3,putative cytochrome c oxidase subunit 1,7838653,7840252,1.0,scaffold_2,7400,CDS,11.0,GCF_003635025.1__arts_core__TIGR02891,✔,✖,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR02891,,,,,1
GCF_003635025.1__TIGR02927__2__764,TIGR02927,GCF_003635025.1,dlaT,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,682454,684179,1.0,scaffold_2,764,CDS,11.0,GCF_003635025.1__arts_core__TIGR02927,✖,✖,✔,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02947__2__3770,TIGR02947,GCF_003635025.1,sigH,ECF RNA polymerase sigma factor SigH,3860410,3861064,1.0,scaffold_2,3770,CDS,11.0,GCF_003635025.1__arts_core__TIGR02947,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR02960__2__4089,TIGR02960,45119,sigG_2,ECF RNA polymerase sigma factor SigG,4174065,4175118,-1.0,scaffold_2,4089,CDS,11.0,GCF_003635025.1__arts_core__TIGR02960,✔,✖,✖,,,,Unclassified,,✖,GCF_003635025.1__arts_dup__TIGR02960,,,,,1
